Product ID,SKU,Name,Category,Price,Original Price,Discount,Description,Weight (kg),Dimensions (cm),Brand,Color,Warranty (months),Stock (units),Trending
P151965,SKU-39436,City Electronics,Fashion,R$ 263.51,R$ 497.19,47%,Some more short difference compare summer check population probably open daughter specific this campaign.,5.9,23x16x100,Ramos-Welch,Gray,10,460,0
P39011,SKU-81509,Paper Books,Fashion,R$ 406.97,R$ 767.86,47%,Star nice who often career down plan discover agreement either approach must mind feeling sort.,6.5,86x59x14,"Medina, Brown and Gomez",Yellow,6,414,1
P54126,SKU-72881,Policy Electronics,Books,R$ 435.89,R$ 822.43,47%,House college truth interest dark up better skin industry special ready.,2.2,21x85x78,"Smith, Black and Wong",Red,11,218,0
P611316,SKU-43448,Might Fashion,Home & Kitchen,R$ 595.56,R$ 945.34,37%,Picture behavior so on appear key power campaign rich push event point work society open management theory.,9.0,56x33x93,Morris-Lawson,Gray,9,366,1
P35767,SKU-89644,Instead Fashion,Home & Kitchen,R$ 1214.43,R$ 1499.3,19%,Enjoy culture data seek poor speak member laugh whatever bar model.,1.7,16x28x88,Edwards-Tran,Green,8,303,0
P264409,SKU-24167,History Electronics,Home & Kitchen,R$ 386.84,R$ 604.44,36%,Eat wish throughout kind serious style character grow wrong Mr land feel laugh receive most especially.,2.3,75x17x31,"Harrison, Taylor and Miles",Yellow,8,389,0
P175671,SKU-14825,Yourself Books,Electronics,R$ 945.12,R$ 1629.52,42%,Sport someone organization stop answer source represent contain organization outside something bad leader.,9.6,48x56x18,"Walters, Oliver and Garcia",White,15,287,1
P325234,SKU-81347,Every Fashion,Electronics,R$ 302.89,R$ 409.31,26%,Despite fund course poor only plant send he production movement anyone moment blood become century staff third certain.,3.5,51x78x22,Stout Group,Yellow,23,99,0
P707788,SKU-36998,Agree Books,Sports,R$ 716.95,R$ 1024.22,30%,About they particularly spend task teacher develop both however see girl represent hundred hair enough shoulder indicate election right.,9.8,83x65x70,Anderson-Mcpherson,Yellow,17,381,0
P268695,SKU-31079,Audience Books,Books,R$ 1654.8,R$ 1924.19,14%,Explain in candidate notice skin customer less have scientist often gas best left.,7.8,52x63x30,Conner Inc,White,17,147,0
P753788,SKU-23388,Effort Home,Sports,R$ 494.0,R$ 737.32,33%,Coach training attack law fire hit may section fish each speak discussion quality.,5.6,93x13x94,"Green, Parsons and Garcia",Gray,15,385,0
P315585,SKU-51346,Seek Books,Sports,R$ 102.32,R$ 196.77,48%,Arrive resource find lot happy goal style try movement near continue collection.,3.8,88x81x46,Flores-Rowe,Red,24,8,0
P371780,SKU-38282,Cultural Home,Fashion,R$ 386.32,R$ 434.07,11%,Student represent side short understand firm base compare participant teacher fall seven.,9.8,13x15x78,"Collier, Williams and Harper",White,14,72,0
P810545,SKU-18019,Account Electronics,Books,R$ 189.22,R$ 215.02,12%,Community western left beautiful before catch charge maintain film.,6.7,72x69x28,Lowe and Sons,Gray,15,410,1
P900656,SKU-74603,Bill Home,Books,R$ 258.77,R$ 431.29,40%,Build indeed candidate future old whatever clear town newspaper.,9.5,14x26x68,"Powell, Murphy and Myers",Blue,11,185,1
P382844,SKU-2357,Message Home,Books,R$ 883.77,R$ 1299.66,32%,Color camera eight cost your student far moment sense at candidate exactly church personal yes officer.,9.6,85x81x94,Martinez-Gallegos,Yellow,9,169,0
P587902,SKU-16883,Mother Books,Books,R$ 694.12,R$ 977.63,29%,Small human story rise end take continue eight down job study.,3.1,20x20x40,Thompson and Sons,Blue,22,110,0
P559022,SKU-4950,Product Home,Books,R$ 461.75,R$ 570.06,19%,I off issue political tend fire size information success laugh the successful somebody.,6.5,77x77x20,Newton-Thompson,Black,21,495,0
P659590,SKU-32903,Somebody Home,Home & Kitchen,R$ 468.22,R$ 709.42,34%,Energy ground should skin science hot western particularly his floor star fight long however each left take exactly price.,5.2,47x67x79,"Welch, Hicks and Green",Gray,7,205,1
P157197,SKU-89432,Send Books,Sports,R$ 232.93,R$ 277.3,16%,Bad us figure participant painting health apply fall rest any voice direction whose.,2.8,71x19x75,Graham-Jones,Blue,21,186,0
P223847,SKU-22107,Seat Electronics,Fashion,R$ 462.27,R$ 700.41,34%,Less seven everybody recent key play arrive fill it public building year center these share play heart tree various feel.,2.8,100x31x14,Smith Group,Yellow,21,472,0
P759257,SKU-51546,So Electronics,Fashion,R$ 859.8,R$ 1386.77,38%,Bank beat edge significant security improve technology serious process support.,3.4,30x16x92,Roberts LLC,Gray,6,331,1
P693571,SKU-26706,Serve Home,Sports,R$ 1208.91,R$ 1777.81,32%,Seek work chair hold understand north myself base call eight edge service fund military stop place.,3.6,14x40x14,Brown-Riley,Green,8,382,0
P625956,SKU-29590,Develop Electronics,Home & Kitchen,R$ 188.66,R$ 281.58,33%,Knowledge popular now threat property nice now respond total team case ten more main read garden.,2.0,79x10x70,"Scott, Cooper and Andrews",Blue,18,24,1
P91614,SKU-14151,Store Sports,Sports,R$ 464.47,R$ 725.74,36%,Find final me relate hard manager memory wind bed measure business final present.,9.1,52x66x76,"Taylor, Merritt and Owen",Blue,11,348,0
P549666,SKU-14332,Enough Fashion,Books,R$ 585.3,R$ 992.03,41%,Study drive such finally happy film drop condition story over car far.,6.8,42x82x83,Faulkner-Kelley,Blue,16,223,0
P942411,SKU-21822,House Home,Electronics,R$ 1076.17,R$ 1606.23,33%,Maintain look decision pressure long interest product itself enjoy buy view put account oil amount prove government against.,8.0,41x34x27,Martinez-Matthews,Red,10,330,1
P256612,SKU-67474,Himself Sports,Fashion,R$ 260.39,R$ 306.34,15%,Leader east daughter wonder interesting who determine defense writer media.,1.7,53x77x61,Thompson Inc,Red,18,267,0
P485937,SKU-73875,Nor Fashion,Sports,R$ 197.03,R$ 237.38,17%,Lot add network rise itself land this performance myself edge member once analysis federal film institution give our power certain.,7.1,60x87x97,"Horton, Morrison and Flores",Red,19,443,1
P190437,SKU-58739,Note Books,Sports,R$ 263.64,R$ 462.52,43%,Likely use opportunity improve sense down thought need ready value can first state reflect economic space Mr outside rather whether.,5.7,60x45x10,Little-Vaughn,Yellow,9,258,0
P284927,SKU-25595,Newspaper Home,Sports,R$ 724.4,R$ 1131.87,36%,Similar ok national role hospital far season TV economic less detail east.,6.0,63x48x41,Lang-Hooper,Blue,8,67,0
P621042,SKU-46331,Hand Sports,Sports,R$ 912.03,R$ 1824.07,50%,Hotel argue religious inside must machine she economic hope fire final responsibility fund listen back movie set economic could.,3.7,44x60x87,Ware LLC,White,10,96,1
P805497,SKU-83555,Care Fashion,Sports,R$ 301.31,R$ 381.4,21%,Say free decade young majority while measure receive visit account dark.,3.1,68x60x41,Lewis Inc,Black,21,108,1
P694241,SKU-95063,Exist Books,Electronics,R$ 663.51,R$ 1251.91,47%,Hair write walk value able cause though best analysis director prove could nor experience give.,0.9,77x77x53,Casey-Weaver,Yellow,21,288,0
P984643,SKU-8098,Office Home,Electronics,R$ 1506.92,R$ 1957.04,23%,Medical more her capital situation and window give he.,4.5,51x32x26,Edwards-Taylor,Black,14,266,0
P255529,SKU-57404,Himself Fashion,Fashion,R$ 598.72,R$ 704.38,15%,Rather ready Democrat visit court difference building smile yourself sister prepare lose newspaper director thank past police cause former edge.,4.9,15x74x71,Green PLC,Green,24,39,1
P772339,SKU-79095,Price Fashion,Sports,R$ 837.27,R$ 1268.59,34%,Name fast start else red security single spring culture decide.,7.2,46x78x56,"Singleton, Smith and Bradley",Green,21,282,1
P315253,SKU-35818,During Fashion,Fashion,R$ 321.36,R$ 510.1,37%,Check statement simply development top billion certainly wide television create face continue.,7.9,50x20x83,Huff-Porter,White,13,355,0
P25282,SKU-21824,Trial Sports,Home & Kitchen,R$ 837.66,R$ 1308.85,36%,Recent bank their school machine student front put blood section attention goal week relate prove.,7.7,11x69x10,"Barnes, Vance and Sanchez",Yellow,12,448,1
P429457,SKU-53074,Town Sports,Sports,R$ 708.79,R$ 920.51,23%,Claim threat middle every able include water say charge TV this dinner bill whom quality political break remain partner.,0.8,15x77x17,Lee-George,Green,21,369,0
P943760,SKU-13681,Whether Sports,Electronics,R$ 1378.05,R$ 1466.01,6%,Action help environment see board art sport pressure win that outside matter name amount focus.,5.5,80x85x11,Cruz-Dixon,White,6,93,1
P203765,SKU-11566,Part Sports,Books,R$ 1236.73,R$ 1472.3,16%,Mother unit any cold never likely cultural feel exist scientist service.,3.5,30x71x99,Thompson-Alvarez,Blue,13,206,0
P47256,SKU-76168,Risk Fashion,Electronics,R$ 1265.01,R$ 1807.16,30%,Return discuss like issue especially your up finally in summer chance suggest reduce no thing moment.,1.0,22x89x90,Rogers Ltd,Red,13,188,0
P796625,SKU-51769,Mr Sports,Books,R$ 1078.67,R$ 1586.28,32%,No such office according sell American south fight kitchen wear assume.,4.4,20x49x61,Ramsey-Martin,White,23,90,1
P580671,SKU-10506,Campaign Books,Fashion,R$ 138.43,R$ 223.28,38%,Low address very wind determine difference former hotel think themselves sister modern total.,1.5,71x56x59,"Hatfield, Smith and Knight",Red,17,321,0
P271493,SKU-21691,Before Sports,Electronics,R$ 894.37,R$ 1277.67,30%,Rest realize government available store among shake remember pattern social require by job such event human eat early.,6.7,24x55x88,"Williams, Gray and Alvarez",White,17,343,0
P729575,SKU-10164,Choice Sports,Sports,R$ 115.05,R$ 185.56,38%,Media training certain major suddenly number method do study.,6.7,87x44x29,Johnson-Murray,White,11,161,0
P841269,SKU-25919,Election Fashion,Books,R$ 964.42,R$ 1722.17,44%,Us resource safe light study American area section skin similar deal right population across individual all theory hour.,1.0,19x60x60,Jenkins Inc,Blue,16,325,0
P47023,SKU-62496,Wonder Sports,Fashion,R$ 831.33,R$ 1484.52,44%,Nothing hit stuff happy send name certain voice drug suddenly top research happen.,5.5,26x78x34,Cuevas Ltd,White,16,90,0
P41259,SKU-33872,Dream Home,Electronics,R$ 1633.0,R$ 1718.95,5%,Dark indeed beautiful story two threat have never model yeah identify various campaign music pay officer ground.,3.6,37x72x15,"Armstrong, Henson and Cannon",Gray,17,374,1
P396315,SKU-4374,Same Electronics,Books,R$ 1299.38,R$ 1624.22,20%,Though act cut interest education hair hope fire join positive skill best.,9.9,95x71x81,Jackson-Larsen,Blue,12,410,1
P701106,SKU-91766,Yourself Books,Home & Kitchen,R$ 681.72,R$ 1048.8,35%,Them receive agency training throw allow win among collection.,4.2,55x45x26,"Hawkins, Bradley and Oliver",Blue,20,292,0
P748177,SKU-18313,Sign Electronics,Sports,R$ 1409.45,R$ 1830.46,23%,Stuff nearly increase suffer edge direction determine society social yeah.,8.9,61x34x60,Miller-Flores,Yellow,14,139,0
P391746,SKU-21872,Dinner Home,Home & Kitchen,R$ 1175.19,R$ 1609.85,27%,Green table direction spend bank civil film practice act work woman natural lose read skill.,2.3,41x40x93,Roberts LLC,Black,19,364,0
P664918,SKU-50898,Process Home,Sports,R$ 829.95,R$ 1077.86,23%,Soon else late budget less same night behavior receive find contain.,6.2,32x52x54,"Williams, Schultz and Griffin",White,21,399,0
P398874,SKU-62611,Crime Fashion,Fashion,R$ 195.8,R$ 376.53,48%,Generation like themselves student college spend young director then turn say way change exist able large.,2.2,75x31x53,"Clay, Hall and Williams",Green,14,193,0
P922758,SKU-69043,Adult Sports,Home & Kitchen,R$ 445.51,R$ 506.26,12%,List small however tough whole law for picture identify.,0.8,95x34x56,Stewart Group,Red,22,419,1
P395608,SKU-73283,Himself Home,Home & Kitchen,R$ 492.19,R$ 534.99,8%,Easy detail somebody piece hold well ready himself rock say hope should official.,2.5,31x28x47,"Mitchell, Hansen and Turner",White,18,175,0
P255200,SKU-68947,Final Home,Home & Kitchen,R$ 1132.87,R$ 1690.85,33%,Girl opportunity support police bit push bit also sell nice believe.,3.0,57x46x98,Johnston-Vazquez,Blue,6,9,0
P62805,SKU-97412,Minute Electronics,Electronics,R$ 765.06,R$ 1062.59,28%,Common six media raise us better believe rock grow affect dark hit him yeah and often.,3.9,48x89x83,Frazier Ltd,Green,15,225,1
P354207,SKU-47334,Soldier Home,Sports,R$ 776.8,R$ 1064.11,27%,Meeting successful cut watch gas eat minute surface hospital less same off garden.,4.7,81x89x29,"Daniels, Valdez and Hampton",Yellow,18,2,1
P70491,SKU-16762,Rise Electronics,Home & Kitchen,R$ 927.6,R$ 1325.14,30%,As matter task stay Congress begin water me animal story have.,3.9,45x99x21,Wright-Kelly,Black,12,218,0
P613301,SKU-62457,North Electronics,Books,R$ 842.12,R$ 1503.79,44%,Hour black table miss pressure drug sit threat majority not kitchen father.,7.0,18x76x67,"Anderson, Hart and Harris",Blue,18,179,1
P235176,SKU-74427,Put Electronics,Books,R$ 709.39,R$ 1266.76,44%,Spend quality budget senior rather relate attack rise participant standard choice late case never huge Republican mouth official evening.,1.5,76x60x37,Gibson LLC,Blue,7,309,1
P875191,SKU-23010,Ask Books,Fashion,R$ 115.89,R$ 227.24,49%,Score claim establish much yard so personal character among person individual choose eight blue.,9.5,78x10x90,"Morse, Lopez and Pearson",Gray,22,91,1
P598003,SKU-18954,Building Fashion,Sports,R$ 898.1,R$ 1663.14,46%,Language left model writer interview lawyer every upon whatever page since wall camera church agent wait TV thus party Republican.,1.4,84x43x35,Moore-Butler,Red,24,52,1
P701898,SKU-96117,Chair Sports,Home & Kitchen,R$ 898.93,R$ 1404.58,36%,Kitchen beat cold hotel choose during time them use all discover place hot level.,0.9,69x62x25,Taylor and Sons,Yellow,18,336,1
P942034,SKU-75808,Issue Electronics,Sports,R$ 1260.61,R$ 1775.5,29%,Until respond actually know contain strong enough happy direction financial still contain language.,6.7,73x75x79,Wu Ltd,Gray,21,328,0
P911440,SKU-75065,Entire Fashion,Fashion,R$ 1220.49,R$ 1719.0,29%,Evidence lawyer score small save and window hit something to hospital court eight him black pressure matter PM.,8.0,20x32x43,Rosales PLC,White,20,369,1
P260829,SKU-4651,Within Home,Books,R$ 71.6,R$ 99.44,28%,Person both modern level sense friend standard unit reveal.,8.9,37x48x27,Smith Ltd,Black,9,420,1
P828092,SKU-69718,Reality Electronics,Fashion,R$ 632.29,R$ 780.6,19%,Production sort himself establish apply magazine drug although my cup nothing admit.,5.7,92x59x12,Foster and Sons,Yellow,24,285,0
P241452,SKU-67093,Institution Sports,Home & Kitchen,R$ 456.33,R$ 861.0,47%,Challenge general leg what outside popular issue recognize imagine collection sell huge camera role put street particular learn.,3.0,23x48x39,Johnson-Church,Black,23,341,0
P358799,SKU-93398,Suffer Fashion,Electronics,R$ 311.88,R$ 519.8,40%,Reason let game consider politics seat sure increase radio star whether father yet.,5.2,76x50x10,Mcbride-Sanchez,Blue,16,500,0
P821521,SKU-23030,Past Home,Sports,R$ 465.87,R$ 913.47,49%,Tax street last edge dream treatment break same collection expect cost month how beautiful natural industry light PM talk international institution.,1.8,14x38x74,Stone-Smith,Green,19,23,0
P19645,SKU-83467,Concern Electronics,Sports,R$ 1298.98,R$ 1910.26,32%,Site moment save soldier race serve mention thank subject see.,6.6,88x57x67,Williams Inc,Red,21,46,0
P999218,SKU-51042,There Sports,Home & Kitchen,R$ 553.46,R$ 614.96,10%,Red identify his attack benefit bill character wide remember check suffer cut since picture into writer exist keep.,3.8,13x90x15,"Alvarado, Holder and Kennedy",Green,22,247,0
P580460,SKU-24414,Body Electronics,Sports,R$ 1280.91,R$ 1439.22,11%,During hand simple total individual office himself southern learn keep.,6.9,77x93x50,Torres-Macias,Green,19,149,0
P708219,SKU-12792,Create Electronics,Books,R$ 547.13,R$ 582.05,6%,Old begin wall push movie we reveal green fast impact design especially number.,1.8,53x63x67,Schmidt-Miller,Green,22,133,0
P225534,SKU-95710,Social Fashion,Electronics,R$ 1085.12,R$ 1276.61,15%,Country provide laugh speak college everything yard require dream commercial edge local owner magazine.,0.7,56x94x82,"Brooks, Reynolds and Hansen",Blue,10,211,0
P618968,SKU-71291,Pay Books,Electronics,R$ 518.59,R$ 978.47,47%,Around particularly resource apply move member by huge water method price either increase we.,5.0,20x94x32,Sims LLC,Yellow,21,160,1
P332848,SKU-73728,Short Books,Home & Kitchen,R$ 168.82,R$ 331.02,49%,Investment artist education total dark remain couple scientist finish age bill law teach tonight himself all job cost city.,7.5,100x47x86,Alexander Ltd,Gray,20,316,1
